,name
2376,Lung-RADS 4X
2377,arteriolitis
2378,melting sign
2379,fat embolism
2380,steeple sign
2381,tendinopathy
2382,lesion shape
2383,MCA dot sign
2384,aspergilloma
2385,kidney sweat
2386,snowman sign
2387,monocle sign
2388,radiolucency
2389,Hellmer sign
2390,Lung-RADS 4A
2391,turricephaly
2392,shading sign
2393,hypophysitis
2394,osteosarcoma
2395,squeeze sign
2396,annular tear
2397,air trapping
2398,malalignment
2399,lobular mass
2400,arcuate sign
2401,fissure sign
2402,ovarian cyst
2403,trident hand
2404,Dias disease
2405,iceberg sign
2406,cardiomegaly
2407,ribbon bowel
2408,padlock sign
2409,shotgun sign
2410,Phrygian cap
2411,lymphangioma
2412,appendicitis
2413,septal lines
2414,inflammation
2415,mixed glioma
2416,honeycombing
2417,otitis media
2418,big rib sign
2419,Hawkins sign
2420,displacement
2421,perineurioma
2422,dysgerminoma
2423,tumor in IVC
2424,degeneration
2425,porencephaly
2426,angiosarcoma
2427,articulation
2428,myelomalacia
2429,otosclerosis
2430,mucormycosis
2431,knuckle sign
2432,angiofibroma
2433,fibroadenoma
2434,pericarditis
2435,fibrosarcoma
2436,nutmeg liver
2437,high scapula
2438,picket fence
2439,endometritis
2440,adenosarcoma
2441,osteoporosis
2442,isoenhancing
2443,nonenhancing
2444,mesenteritis
2445,pseudolesion
2446,radiodensity
2447,stipple sign
2448,shear injury
2449,jumped facet
2450,diverticulum
2451,malakoplakia
2452,pyonephrosis
2453,fibromyalgia
2454,reticulation
2455,oil embolism
2456,dissociation
2457,plasmacytoma
2458,Haas disease
2459,chalice sign
2460,dermoid cyst
2461,pneumothorax
2462,intimal flap
2463,spermatocele
2464,enthesopathy
2465,mesenchymoma
2466,pneumatocele
2467,gynecomastia
2468,endometrioma
2469,protuberance
2470,blunt injury
2471,matrix stone
2472,bamboo spine
2473,fat necrosis
2474,sialadenitis
2475,tangent sign
2476,neurofibroma
2477,central scar
2478,mixed margin
2479,osteomalacia
2480,regeneration
2481,dog leg sign
2482,panniculitis
2483,patella alta
2484,compensation
2485,pleural tail
2486,pedicle sign
2487,duct ectasia
2488,ossification
2489,Triton tumor
2490,putty kidney
2491,Schmorl node
2492,hyperdensity
2493,pseudocavity
2494,bladder sign
2495,liposarcoma
2496,broncholith
2497,rosary sign
2498,perforation
2499,eventration
2500,hypertrophy
2501,atelectases
2502,carpal sign
2503,child abuse
2504,coin lesion
2505,mastoiditis
2506,meningocele
2507,radiopacity
2508,radial fold
2509,Lung-RADS 1
2510,fibrolipoma
2511,Lung-RADS 3
2512,Poppel sign
2513,torticollis
2514,spondylosis
2515,myelolipoma
2516,hyperplasia
2517,sickle sign
2518,transection
2519,pneumonitis
2520,brain death
2521,esophagitis
2522,ureterocele
2523,nocardiosis
2524,pineocytoma
2525,nubbin sign
2526,Lung-RADS 0
2527,glucagonoma
2528,abnormality
2529,echotexture
2530,cystadenoma
2531,thin septae
2532,nipple sign
2533,pneumatosis
2534,kernicterus
2535,pituicytoma
2536,simple cyst
2537,bronchocele
2538,dagger sign
2539,Page kidney
2540,procidentia
2541,cholangitis
2542,lung cancer
2543,breast mass
2544,malrotation
2545,compression
2546,Catlin sign
2547,angiolipoma
2548,denervation
2549,atelectasis
2550,memory loss
2551,string sign
2552,ribbon ribs
2553,arthropathy
2554,bony lesion
2555,instability
2556,bone island
2557,micronodule
2558,marble bone
2559,shadow sign
2560,focal bulge
2561,index tumor
2562,Lung-RADS 2
2563,tattoo sign
2564,bronchogram
2565,banana sign
2566,Wilms tumor
2567,pharyngitis
2568,engorgement
2569,astrocytoma
2570,radial tear
2571,sulcus sign
2572,gliosarcoma
2573,enlargement
2574,malposition
2575,fat packing
2576,collar sign
2577,hypothermia
2578,thymic cyst
2579,rhabdomyoma
2580,lesion load
2581,spiral sign
2582,BI-RADS N/A
2583,involvement
2584,hypotension
2585,mucopyocele
2586,skin lesion
2587,border sign
2588,prostatitis
2589,peritonitis
2590,ripple sign
2591,pylorospasm
2592,dislocation
2593,hydromyelia
2594,sarcoidosis
2595,granulomata
2596,anteversion
2597,aspergillus
2598,enchondroma
2599,impingement
2600,spondylitis
2601,macronodule
2602,healed tear
2603,radial scar
2604,scleroderma
2605,duplication
2606,hypokinesia
2607,fat C2 sign
2608,dimple sign
2609,adenomyosis
2610,disk kidney
2611,obstruction
2612,apical sign
2613,apophysitis
2614,enhancement
2615,myocarditis
2616,cupola sign
2617,subluxation
2618,infertility
2619,Rigler sign
2620,stentogyria
2621,zoning sign
2622,laryngocele
2623,tonsillitis
2624,corner sign
2625,hyatid cyst
2626,thalassemia
2627,inspiration
2628,spade shape
2629,pseudo-gout
2630,thyroiditis
2631,contracture
2632,trisomy 18
2633,osteolysis
2634,protrusion
2635,vasculitis
2636,schwannoma
2637,thickening
2638,megaureter
2639,angulation
2640,metaplasia
2641,swirl sign
2642,infiltrate
2643,angle sign
2644,metastasis
2645,dysgenesis
2646,confluence
2647,separation
2648,dissection
2649,dilatation
2650,starry sky
2651,ureteritis
2652,hemothorax
2653,thorn sign
2654,remodeling
2655,tortuosity
2656,jack stone
2657,disc bulge
2658,asbestosis
2659,meningioma
2660,acromegaly
2661,shell sign
2662,round mass
2663,ascariasis
2664,chest mass
2665,retraction
2666,lymphedema
2667,malignancy
2668,hemangioma
2669,joint mice
2670,detachment
2671,oocephalus
2672,adenopathy
2673,spider web
2674,oncocytoma
2675,smile sign
2676,osteophyte
2677,Baker cyst
2678,colon sign
2679,Honda sign
2680,hemorrhage
2681,oxycephaly
2682,dyskinesia
2683,infarction
2684,epidermoid
2685,apical cap
2686,congestion
2687,H vertebra
2688,myelopathy
2689,varicocele
2690,enterolith
2691,ankylosing
2692,thrombosis
2693,tendinitis
2694,effacement
2695,omega sign
2696,adenomyoma
2697,bronchitis
2698,comet sign
2699,involution
2700,meningitis
2701,LR-Treated
2702,insulinoma
2703,lemon sign
2704,gastrinoma
2705,tooth sign
2706,BI-RADS 4B
2707,psoas sign
2708,resorption
2709,cellulitis
2710,prominence
2711,collateral
2712,osteopenia
2713,wedge sign
2714,metastases
2715,attachment
2716,fibromyoma
2717,herniation
2718,BI-RADS 4A
2719,aspiration
2720,pseudocyst
2721,deposition
2722,pachygyria
2723,surfer ear
2724,tendinosis
2725,absent rim
2726,renal cyst
2727,dehiscence
2728,panda sign
2729,assessment
2730,liver mass
2731,lymphocele
2732,neuropathy
2733,distention
2734,laceration
2735,duodenitis
2736,klebsiella
2737,nodularity
2738,BI-RADS 4C
2739,thumb sign
2740,phlebolith
2741,urine leak
2742,distension
2743,enteritis
2744,impaction
2745,arthritis
2746,neoplasia
2747,stricture
2748,bone cyst
2749,diffusion
2750,expansion
2751,claw foot
2752,gallstone
2753,diastasis
2754,ball sign
2755,BI-RADS 6
2756,oval mass
2757,emphysema
2758,cord sign
2759,okra sign
2760,fluorosis
2761,comb sign
2762,retinitis
2763,papilloma
2764,hepatitis
2765,claw hand
2766,germinoma
2767,infection
2768,paralysis
2769,processes
2770,sclerosis
2771,scoliosis
2772,retention
2773,exostosis
2774,hibernoma
2775,brim sign
2776,enostosis
2777,BI-RADS 5
2778,carinatum
2779,spur sign
2780,leiomyoma
2781,excavatum
2782,chondroma
2783,hyperemia
2784,synovitis
2785,influenza
2786,hematuria
2787,achalasia
2788,cystocele
2789,phlebitis
2790,psoriasis
2791,arteritis
2792,dysphagia
2793,ADC value
2794,falx sign
2795,BI-RADS 2
2796,hamartoma
2797,bite sign
2798,pleuritis
2799,edge sign
2800,stranding
2801,pathology
2802,pneumonia
2803,granuloma
2804,pertussis
2805,cirrhosis
2806,synovioma
2807,hydrocele
2808,parotitis
2809,thick rim
2810,densities
2811,microlith
2812,steatosis
2813,asymmetry
2814,fasciitis
2815,coprolith
2816,ankylosis
2817,contusion
2818,vasospasm
2819,silicosis
2820,dysplasia
2821,poisoning
2822,deformity
2823,excursion
2824,hump sign
2825,arthrosis
2826,flap tear
2827,cementoma
2828,carcinoma
2829,hook sign
2830,rectocele
2831,curvature
2832,BI-RADS 3
2833,BI-RADS 1
2834,hammertoe
2835,sinusitis
2836,cherubism
2837,BI-RADS 4
2838,BI-RADS 0
2839,enhancing
2840,wave sign
2841,lung mass
2842,splenosis
2843,reduction
2844,gastritis
2845,peliosis
2846,seminoma
2847,vomiting
2848,chordoma
2849,blurring
2850,ACL tear
2851,neoplasm
2852,FBI sign
2853,mucocele
2854,avulsion
2855,calculus
2856,lymphoma
2857,reaction
2858,azotemia
2859,ischemia
2860,akinesia
2861,clubbing
2862,GI-bleed
2863,volvulus
2864,puncture
2865,cyclitis
2866,necrosis
2867,fibrosis
2868,xanthoma
2869,diabetes
2870,kyphosis
2871,cavities
2872,dementia
2873,apoplexy
2874,fat sign
2875,whiplash
2876,myelitis
2877,bursitis
2878,syphilis
2879,pyelitis
2880,asplenia
2881,blebbing
2882,hematoma
2883,free air
2884,leukemia
2885,tumorlet
2886,adhesion
2887,mycetoma
2888,osteitis
2889,crowding
2890,endoleak
2891,agenesis
2892,teratoma
2893,odontoma
2894,jet sign
2895,artifact
2896,stenosis
2897,diskitis
2898,swelling
2899,embolism
2900,dilation
2901,aortitis
2902,thin rim
2903,myositis
2904,thinning
2905,effusion
2906,filtrate
2907,plaquing
2908,fracture
2909,neuritis
2910,prolapse
2911,adenosis
2912,aneurysm
2913,cystitis
2914,collapse
2915,lordosis
2916,tau sign
2917,oligemia
2918,thrombus
2919,synechia
2920,melanoma
2921,thymoma
2922,hydrops
2923,atresia
2924,ascites
2925,shadows
2926,absence
2927,hygroma
2928,lipping
2929,residua
2930,colitis
2931,disease
2932,paresis
2933,osteoma
2934,deposit
2935,pattern
2936,torsion
2937,process
2938,lucency
2939,seizure
2940,aplasia
2941,marking
2942,CADASIL
2943,patency
2944,desmoid
2945,anosmia
2946,sarcoid
2947,wedging
2948,anomaly
2949,fibroma
2950,atrophy
2951,density
2952,thecoma
2953,abscess
2954,gliosis
2955,fissure
2956,myeloma
2957,rupture
2958,cuffing
2959,ectasia
2960,adenoma
2961,rubella
2962,fistula
2963,opacity
2964,blunted
2965,rickets
2966,sarcoma
2967,empyema
2968,ridging
2969,allergy
2970,scurvy
2971,stroke
2972,island
2973,J sign
2974,stasis
2975,ptosis
2976,shadow
2977,3 sign
2978,myxoma
2979,mucous
2980,pannus
2981,W sign
2982,goiter
2983,strain
2984,sprain
2985,seroma
2986,LR-4/5
2987,megaly
2988,ranula
2989,hernia
2990,cancer
2991,streak
2992,glioma
2993,lesion
2994,plaque
2995,callus
2996,VIPoma
2997,injury
2998,sepsis
2999,otitis
3000,keloid
3001,stripe
3002,asthma
3003,crease
3004,strand
3005,nodule
3006,reflux
3007,tophus
3008,aureus
3009,bowing
3010,uremia
3011,masses
3012,C sign
3013,defect
3014,LR-5us
3015,lipoma
3016,trauma
3017,fusion
3018,edema
3019,tumor
3020,focus
3021,stone
3022,ulcer
3023,LR-5V
3024,ascvd
3025,fluid
3026,lupus
3027,croup
3028,death
3029,LR-5g
3030,polyp
3031,hydro
3032,varix
3033,break
3034,ileus
3035,spasm
3036,plana
3037,bolus
3038,wedge
3039,shunt
3040,tract
3041,flail
3042,wound
3043,lump
3044,flow
3045,asvd
3046,LR-4
3047,cast
3048,node
3049,halo
3050,copd
3051,plug
3052,cyst
3053,LR-3
3054,mass
3055,dome
3056,tear
3057,bleb
3058,fade
3059,foci
3060,LR-M
3061,band
3062,cone
3063,AIDS
3064,LR-5
3065,LR-2
3066,scar
3067,spur
3068,LR-1
3069,wart
3070,leak
3071,tilt
3072,air
3073,sac
3074,gas
3075,bony lesion
3076,congestive heart failure
3077,infiltration
